,Unnamed: 0,log10Difference,log10AUCDifference,fractionTIP,patientID,VLcompartment
124,124,2.9211201278561525,3.350310332078476,0.5,8,URT
125,125,5.6054259598095975,5.794470461329207,0.5,8,LRT
126,126,0.9766533782958318,0.9384385409897096,0.6,0,URT
127,127,1.3791458102430818,1.148202271968653,0.6,0,LRT
128,128,1.4023058468281135,1.0684457749008969,0.6,1,URT
129,129,2.476710923629624,2.1868652174439833,0.6,1,LRT
130,130,0.907547660641912,0.8375709693769027,0.6,2,URT
131,131,1.1048263832744407,0.9534938485667768,0.6,2,LRT
132,132,2.161406166945146,1.9500359223971733,0.6,3,URT
133,133,1.6744894304580562,1.6803464417634748,0.6,3,LRT
134,134,1.3729639814592574,1.05595639995318,0.6,4,URT
135,135,3.718040575902051,3.714698765627852,0.6,4,LRT
136,136,1.048044114305705,0.9266460093685946,0.6,5,URT
137,137,5.685513178594433,5.037451950706089,0.6,5,LRT
138,138,0.9250608280311444,0.8738745580804591,0.6,6,URT
139,139,1.1873490766004915,1.0330665677106854,0.6,6,LRT
140,140,3.2937188046465837,2.8251216840860134,0.6,7,URT
141,141,1.0069431515953982,0.9382286593416841,0.6,7,LRT
142,142,2.9211201278561525,3.3819718233055145,0.6,8,URT
143,143,5.6054259598095975,7.5057672068217025,0.6,8,LRT
144,144,1.226000025824793,1.1474498667434494,0.7,0,URT
145,145,4.06724517041512,3.526178502970473,0.7,0,LRT
146,146,2.53508124008304,2.0724124143309477,0.7,1,URT
147,147,5.3865744685847545,5.393297666782843,0.7,1,LRT
148,148,1.2707982631533021,1.0672426409551372,0.7,2,URT
149,149,1.5846152921528862,1.261205188895338,0.7,2,LRT
150,150,3.7598466263719588,3.6538323275488622,0.7,3,URT
151,151,4.2031587377356034,4.168576615678209,0.7,3,LRT
152,152,1.9522546149216755,1.3761563394360206,0.7,4,URT
153,153,4.836288355259416,5.283081312554876,0.7,4,LRT
154,154,1.3028687793791711,1.1636386302486723,0.7,5,URT
155,155,5.702625158327646,6.107355327659345,0.7,5,LRT
156,156,1.1745976284811108,1.0850193825423746,0.7,6,URT
157,157,1.497324504116844,1.3302189536467814,0.7,6,LRT
158,158,3.2937188046465837,3.512280418362208,0.7,7,URT
159,159,1.3119847499578858,1.184194326631406,0.7,7,LRT
160,160,2.9211201278561525,3.4039206695910442,0.7,8,URT
