,log10Difference,log10AUCDifference,fractionTIP,patientID,VLcompartment,psi,rho
0,0.3235521873243572,0.29282384811146045,0.5,0,URT,1e-08,1e-06
1,0.4886562819046727,0.31878592482560464,0.5,0,LRT,1e-08,1e-06
2,0.6301207007706875,0.37347390197428165,0.5,1,URT,1e-08,1e-06
3,1.5876291562677238,1.3161788028705779,0.5,1,LRT,1e-08,1e-06
4,0.2583125138899254,0.33433125765724014,0.5,2,URT,1e-08,1e-06
5,0.46450208610579313,0.29344337882653715,0.5,2,LRT,1e-08,1e-06
6,1.872870879417699,1.9156996452928912,0.5,3,URT,1e-08,1e-06
7,1.5325143854058334,1.4059426675097093,0.5,3,LRT,1e-08,1e-06
8,0.6073874452360011,0.3477079392550575,0.5,4,URT,1e-08,1e-06
9,1.420803459922083,1.6181792035500093,0.5,4,LRT,1e-08,1e-06
10,0.3595768352207722,0.30614266157808245,0.5,5,URT,1e-08,1e-06
11,3.2466006104142267,2.9445316633337892,0.5,5,LRT,1e-08,1e-06
12,0.24911961843452257,0.3254833800806596,0.5,6,URT,1e-08,1e-06
13,0.5330573270680201,0.32821388690865305,0.5,6,LRT,1e-08,1e-06
14,3.2437521489496604,3.276227489634681,0.5,7,URT,1e-08,1e-06
15,0.293685306207613,0.2591743698787665,0.5,7,LRT,1e-08,1e-06
16,1.3508018133585398,2.9514265743814683,0.5,8,URT,1e-08,1e-06
17,5.641759293379133,7.641560682114595,0.5,8,LRT,1e-08,1e-06
18,0.3235576675159688,0.29283258072244234,0.5,0,URT,1e-08,1e-05
19,0.4886652367841062,0.3187911520153275,0.5,0,LRT,1e-08,1e-05
20,0.6300465943336748,0.37345270128268737,0.5,1,URT,1e-08,1e-05
21,1.5876697000602729,1.3161785411811957,0.5,1,LRT,1e-08,1e-05
22,0.25831740430326455,0.33433588286917537,0.5,2,URT,1e-08,1e-05
23,0.46450817899046193,0.29344646834845634,0.5,2,LRT,1e-08,1e-05
24,1.872823808368861,1.915632963787913,0.5,3,URT,1e-08,1e-05
25,1.53247124496004,1.405865972207387,0.5,3,LRT,1e-08,1e-05
26,0.6071754435024195,0.34761018126322263,0.5,4,URT,1e-08,1e-05
27,1.4207887982801433,1.6181687350631924,0.5,4,LRT,1e-08,1e-05
28,0.35957964836182743,0.30614614065915724,0.5,5,URT,1e-08,1e-05
29,3.2466820942677055,2.944554719851925,0.5,5,LRT,1e-08,1e-05
30,0.24912383048596975,0.32549083554039004,0.5,6,URT,1e-08,1e-05
31,0.5331695607934019,0.32821844767908903,0.5,6,LRT,1e-08,1e-05
32,3.2437521489496604,3.2763175216228086,0.5,7,URT,1e-08,1e-05
33,0.2936918017432122,0.25918083011667736,0.5,7,LRT,1e-08,1e-05
34,1.3508018133585398,2.951426573832504,0.5,8,URT,1e-08,1e-05
35,5.641759293379133,7.641560650381704,0.5,8,LRT,1e-08,1e-05
36,0.3236013110196856,0.2928755084519894,0.5,0,URT,1e-08,0.0001
37,0.4887402117527726,0.31883905333091533,0.5,0,LRT,1e-08,0.0001
38,0.6301388283114351,0.3734898566754339,0.5,1,URT,1e-08,0.0001
39,1.5877336070392563,1.3162216510870959,0.5,1,LRT,1e-08,0.0001
40,0.25835900097433306,0.33437753147677984,0.5,2,URT,1e-08,0.0001
41,0.46455385060770915,0.29348546772699446,0.5,2,LRT,1e-08,0.0001
42,1.872815622760898,1.9154869305984965,0.5,3,URT,1e-08,0.0001
43,1.5324971464032622,1.4059215016531734,0.5,3,LRT,1e-08,0.0001
44,0.6071891906204891,0.3476757622642417,0.5,4,URT,1e-08,0.0001
45,1.4208168145972442,1.6181985939201304,0.5,4,LRT,1e-08,0.0001
46,0.3596234230038231,0.30618286337859324,0.5,5,URT,1e-08,0.0001
47,3.2467352330303676,2.944605313773023,0.5,5,LRT,1e-08,0.0001
48,0.24916370917187258,0.32553435443633383,0.5,6,URT,1e-08,0.0001
49,0.5333437222741928,0.32829090110275505,0.5,6,LRT,1e-08,0.0001
50,3.2437521489496604,3.276347449708143,0.5,7,URT,1e-08,0.0001
51,0.2937404020846639,0.2592285941148935,0.5,7,LRT,1e-08,0.0001
52,1.3508018133585398,2.9514265233221613,0.5,8,URT,1e-08,0.0001
53,5.641759293379133,7.641542142391465,0.5,8,LRT,1e-08,0.0001
54,0.32401758726716334,0.29326908039736743,0.5,0,URT,1e-08,0.001
55,0.4892296522707289,0.31925285290996896,0.5,0,LRT,1e-08,0.001
56,0.6304353233078483,0.3737877795419582,0.5,1,URT,1e-08,0.001
57,1.587776058242409,1.3163138758136785,0.5,1,LRT,1e-08,0.001
58,0.25876651075845203,0.33479045967820387,0.5,2,URT,1e-08,0.001
59,0.46499315511555306,0.29387673901893585,0.5,2,LRT,1e-08,0.001
60,1.8726618312218224,1.9155349621980484,0.5,3,URT,1e-08,0.001
61,1.532373159938052,1.4057834003306802,0.5,3,LRT,1e-08,0.001
62,0.607563849528792,0.348072523525671,0.5,4,URT,1e-08,0.001
63,1.4211062453901189,1.618483774987041,0.5,4,LRT,1e-08,0.001
64,0.36009385475694344,0.3066178991985957,0.5,5,URT,1e-08,0.001
65,3.2470781155014725,2.9449568176301906,0.5,5,LRT,1e-08,0.001
66,0.2495595221323761,0.3259357767726714,0.5,6,URT,1e-08,0.001
67,0.5338575112256949,0.3287187110252381,0.5,6,LRT,1e-08,0.001
68,3.2437521489496604,3.276363966111195,0.5,7,URT,1e-08,0.001
69,0.2942486431568714,0.2595897128223541,0.5,7,LRT,1e-08,0.001
